date,invoice_id,customer_name,region,sku_code,sku_name,category,qty_sold,unit_cost,unit_price,unit_discount,returned_units
2025-09-18,INV-84089,Amazon,Northeast,SKU-1123,FreshGuard Cleaning 12-ct Collection,Cleaning,48,10.21,21.43,0,0
2025-08-10,INV-29420,Albertsons,Midwest,SKU-1512,FreshBright Personal Care 6-ct Case,Personal Care,253,18.8,39.16,0,0
2025-08-14,INV-81335,CVS,Southwest,SKU-1851,AdvancedFresh Food & Beverage 12-ct Case,Food & Beverage,174,3.71,4.76,0,0
2025-08-27,INV-51131,Rite Aid,National,SKU-1407,PremiumClean Food & Beverage Set,Food & Beverage,163,7.04,11.43,0,0
2025-10-30,INV-97712,H-E-B,Southeast,SKU-1374,MegaClean Cleaning 6-ct Box,Cleaning,214,7.3,14.23,0,0
2025-08-12,INV-39502,Costco,Southwest,SKU-1723,ProComfort Health & Wellness 36-ct Box,Health & Wellness,90,6.83,18.77,0,0
2025-10-09,INV-31270,CVS,Southwest,SKU-1968,EssentialBright Paper Goods Collection,Paper Goods,463,16.75,23.36,0,0
2025-10-18,INV-34536,Whole Foods,Midwest,SKU-1984,PremiumShield Personal Care 36-ct Box,Personal Care,135,5.28,12.64,0,0
2025-10-12,INV-97236,Walgreens,Northeast,SKU-1149,PremiumComfort Paper Goods 6-ct Kit,Paper Goods,344,5.07,8.29,0,0
2025-10-11,INV-51117,Rite Aid,Southwest,SKU-1892,AdvancedPlus Beauty 48-ct Pack,Beauty,253,8.66,24.28,0,0
2025-08-08,INV-25697,Costco,Northeast,SKU-1259,FreshBright Personal Care 48-ct Kit,Personal Care,303,3.27,9.72,1.11,0
2025-08-26,INV-11649,Rite Aid,West,SKU-1297,PureCare Medical Supplies 6-ct Kit,Medical Supplies,124,10.96,19.22,0,0
2025-10-05,INV-98925,Kroger,Midwest,SKU-1071,UltraComfort Health & Wellness 36-ct Set,Health & Wellness,264,9.91,19.75,0,0
2025-10-22,INV-17234,Kroger,Midwest,SKU-1581,EliteGuard Beauty 24-ct Case,Beauty,116,17.84,50.69,0,0
2025-10-28,INV-68505,Family Dollar,Southeast,SKU-1356,EssentialSoft Cleaning 36-ct Bundle,Cleaning,435,6.33,10.84,0,0
2025-10-11,INV-53532,Target,Southeast,SKU-1502,MegaFresh Food & Beverage 48-ct Set,Food & Beverage,457,4.8,8.35,0,0
2025-10-28,INV-13436,Walmart,Southeast,SKU-1715,EssentialShield Beauty 24-ct Pack,Beauty,468,8.07,32.23,1.22,0
2025-09-05,INV-10920,Costco,National,SKU-1765,PremiumBright Personal Care 24-ct Bundle,Personal Care,268,8.01,16.6,1.87,0
2025-08-09,INV-27381,Amazon,Northeast,SKU-1646,ProPlus Medical Supplies 12-ct Case,Medical Supplies,107,3.65,8.0,0,3
2025-10-02,INV-11840,Whole Foods,Midwest,SKU-1963,MegaClean Medical Supplies 36-ct Bundle,Medical Supplies,285,23.85,45.69,0,0
2025-10-10,INV-23462,H-E-B,West,SKU-1386,UltraSoft Cleaning 12-ct Set,Cleaning,451,5.09,12.83,0,21
2025-09-19,INV-12902,Albertsons,Southeast,SKU-1918,UltraGuard Food & Beverage 6-ct Set,Food & Beverage,93,1.95,3.12,0,0
2025-09-02,INV-51289,Walmart,Midwest,SKU-1148,EliteFresh Personal Care 48-ct Bundle,Personal Care,438,7.95,17.23,1.52,0
2025-08-11,INV-14835,Family Dollar,Southwest,SKU-1831,ProShield Personal Care Box,Personal Care,27,9.54,24.78,0.9,0
2025-09-14,INV-56030,Rite Aid,Southeast,SKU-1134,SuperGuard Food & Beverage 24-ct Pack,Food & Beverage,413,5.45,6.87,0.39,0
2025-10-05,INV-52493,Kroger,Midwest,SKU-1824,EliteSoft Health & Wellness 24-ct Pack,Health & Wellness,452,15.0,30.55,0,0
2025-09-17,INV-70048,Walmart,Northeast,SKU-1286,MegaCare Medical Supplies 6-ct Kit,Medical Supplies,492,28.88,45.8,0,0
2025-08-11,INV-86612,Walmart,West,SKU-1636,PremiumFresh Paper Goods 36-ct Kit,Paper Goods,30,9.59,20.42,0,0
2025-10-20,INV-70029,Amazon,West,SKU-1404,UltraMax Beauty 24-ct Pack,Beauty,383,7.43,23.16,0,0
2025-09-15,INV-86781,H-E-B,National,SKU-1095,EssentialShield Health & Wellness Pack,Health & Wellness,318,14.14,32.78,0,0
2025-08-15,INV-99467,Kroger,Northeast,SKU-1869,FreshBright Cleaning 24-ct Case,Cleaning,132,9.12,22.09,0,0
2025-10-07,INV-24118,Kroger,Midwest,SKU-1304,EssentialBright Paper Goods 36-ct Bundle,Paper Goods,186,4.58,7.75,0,0
2025-08-19,INV-41414,Whole Foods,Southeast,SKU-1937,SuperComfort Personal Care Set,Personal Care,211,2.78,6.16,1.03,0
2025-09-12,INV-56749,Meijer,National,SKU-1583,ProMax Health & Wellness 48-ct Case,Health & Wellness,88,17.5,35.94,0,0
2025-10-05,INV-20373,Costco,Midwest,SKU-1817,PureComfort Health & Wellness 12-ct Bundle,Health & Wellness,393,9.76,24.76,0,0
2025-09-27,INV-12679,Walgreens,Northeast,SKU-1383,UltraFresh Food & Beverage 12-ct Set,Food & Beverage,143,8.23,11.24,0,0
2025-10-10,INV-90763,Albertsons,West,SKU-1070,ProComfort Personal Care 12-ct Kit,Personal Care,203,14.69,36.59,0,0
2025-08-31,INV-85897,Wegmans,Northeast,SKU-1176,UltraShield Medical Supplies Bundle,Medical Supplies,466,29.85,40.14,0,0
2025-09-21,INV-30238,Sam's Club,Northeast,SKU-1904,AdvancedBright Personal Care 48-ct Bundle,Personal Care,98,8.88,23.22,0,0
2025-09-25,INV-53534,Albertsons,Southwest,SKU-1719,SuperFresh Beauty 48-ct Collection,Beauty,147,24.94,60.24,0,0
2025-10-03,INV-35327,Target,West,SKU-1358,EliteGuard Health & Wellness Bundle,Health & Wellness,459,21.21,46.9,0,0
2025-08-25,INV-13231,Wegmans,West,SKU-1446,FreshFresh Home Goods 6-ct Bundle,Home Goods,411,32.06,51.57,0,0
2025-09-15,INV-51755,Family Dollar,West,SKU-1453,FreshGuard Food & Beverage Kit,Food & Beverage,202,6.13,9.35,0,0
2025-08-11,INV-93780,Family Dollar,Northeast,SKU-1569,UltraSoft Health & Wellness 6-ct Box,Health & Wellness,314,17.19,41.13,0.18,0
2025-10-20,INV-56158,Whole Foods,Southwest,SKU-1673,FreshMax Paper Goods 36-ct Set,Paper Goods,320,13.47,22.24,1.94,0
2025-08-31,INV-95531,BJ's Wholesale,West,SKU-1571,PremiumClean Food & Beverage 48-ct Case,Food & Beverage,235,9.79,14.8,0,0
2025-08-23,INV-72135,Wegmans,West,SKU-1158,PureClean Cleaning 6-ct Set,Cleaning,350,10.41,19.39,0,50
2025-10-02,INV-86611,Walgreens,Midwest,SKU-1206,FreshPlus Paper Goods 12-ct Kit,Paper Goods,251,10.41,20.99,1.1,0
2025-09-23,INV-94306,Kroger,National,SKU-1221,EliteMax Food & Beverage 24-ct Box,Food & Beverage,102,4.22,6.79,0,0
2025-10-01,INV-51665,CVS,Northeast,SKU-1939,EliteShield Personal Care Bundle,Personal Care,175,6.4,11.31,1.97,0
2025-10-07,INV-11893,H-E-B,Midwest,SKU-1783,PremiumMax Paper Goods 6-ct Pack,Paper Goods,254,9.58,14.7,0.91,0
2025-09-18,INV-37649,BJ's Wholesale,National,SKU-1669,EssentialBright Food & Beverage 36-ct Set,Food & Beverage,110,9.86,14.98,0,0
2025-11-04,INV-77839,Dollar General,Southeast,SKU-1529,AdvancedComfort Paper Goods 12-ct Case,Paper Goods,496,16.73,24.53,0,0
2025-08-09,INV-43110,Wegmans,Northeast,SKU-1136,MegaShield Personal Care 6-ct Collection,Personal Care,212,12.34,22.98,0,0
2025-10-31,INV-83414,Publix,Southeast,SKU-1335,PureSoft Paper Goods Collection,Paper Goods,30,14.74,22.03,0,0
2025-09-05,INV-82874,Whole Foods,Southwest,SKU-1622,FreshShield Personal Care 24-ct Collection,Personal Care,395,2.52,6.37,0,0
2025-10-12,INV-10257,Walmart,Midwest,SKU-1156,AdvancedShield Paper Goods 24-ct Set,Paper Goods,179,11.32,18.09,0,0
2025-10-12,INV-56662,Costco,Northeast,SKU-1194,PureBright Medical Supplies 12-ct Pack,Medical Supplies,487,18.15,32.19,0,0
2025-09-03,INV-55199,Walgreens,West,SKU-1999,UltraComfort Beauty 6-ct Bundle,Beauty,140,15.28,39.01,0,13
2025-08-16,INV-21322,Albertsons,Midwest,SKU-1109,FreshSoft Food & Beverage 36-ct Bundle,Food & Beverage,400,6.66,11.97,0,0
2025-09-23,INV-16859,H-E-B,Southwest,SKU-1607,FreshGuard Cleaning Case,Cleaning,53,11.26,21.05,0,0
2025-08-15,INV-42960,Dollar General,Southwest,SKU-1342,ProFresh Home Goods 24-ct Set,Home Goods,154,38.76,79.64,0,0
2025-10-24,INV-45007,Sam's Club,Northeast,SKU-1707,UltraGuard Beauty 36-ct Pack,Beauty,99,15.65,52.05,1.02,0
2025-09-01,INV-85277,Amazon,Southwest,SKU-1672,AdvancedShield Personal Care 12-ct Box,Personal Care,79,12.4,29.51,0,8
2025-08-31,INV-40745,Costco,Midwest,SKU-1569,UltraSoft Health & Wellness 6-ct Box,Health & Wellness,38,17.19,42.09,0,0
2025-09-03,INV-90726,Kroger,West,SKU-1863,PureBright Personal Care 12-ct Set,Personal Care,222,14.77,31.05,0,0
2025-10-05,INV-40088,Target,Northeast,SKU-1201,PremiumComfort Beauty 48-ct Case,Beauty,282,10.19,29.84,0,0
2025-09-10,INV-49354,Kroger,Southwest,SKU-1532,PureCare Health & Wellness 24-ct Case,Health & Wellness,377,8.59,21.26,0,0
2025-10-06,INV-71876,Walgreens,Midwest,SKU-1163,EssentialSoft Food & Beverage 48-ct Bundle,Food & Beverage,234,7.5,11.12,0,0
2025-08-29,INV-33404,Sam's Club,Midwest,SKU-1356,EssentialSoft Cleaning 36-ct Bundle,Cleaning,302,6.33,11.04,0,0
2025-10-12,INV-99373,CVS,Northeast,SKU-1506,PureMax Personal Care 48-ct Box,Personal Care,141,10.04,31.26,1.81,0
2025-09-18,INV-29605,Sam's Club,Southwest,SKU-1109,FreshSoft Food & Beverage 36-ct Bundle,Food & Beverage,379,6.66,11.19,0,0
2025-10-24,INV-43059,Walmart,West,SKU-1468,EliteFresh Home Goods Pack,Home Goods,36,8.48,17.99,0,0
2025-08-21,INV-31489,Wegmans,Midwest,SKU-1907,PremiumFresh Beauty 6-ct Case,Beauty,465,14.09,39.63,0,0
2025-09-04,INV-36951,Meijer,Southwest,SKU-1125,AdvancedBright Paper Goods 36-ct Bundle,Paper Goods,75,3.74,6.71,1.26,0
2025-11-01,INV-71440,Sam's Club,Northeast,SKU-1338,ElitePlus Personal Care 36-ct Set,Personal Care,105,13.5,34.69,0,0
2025-08-08,INV-10141,Dollar General,Midwest,SKU-1750,AdvancedFresh Paper Goods 6-ct Set,Paper Goods,274,13.51,21.81,0,0
2025-09-17,INV-46197,Walgreens,Southwest,SKU-1622,FreshShield Personal Care 24-ct Collection,Personal Care,39,2.52,6.65,0,0
2025-10-27,INV-18108,H-E-B,Northeast,SKU-1970,EliteFresh Health & Wellness 36-ct Bundle,Health & Wellness,233,17.65,39.19,1.58,30
2025-09-29,INV-32778,Target,Southwest,SKU-1562,SuperClean Beauty 48-ct Set,Beauty,452,10.26,34.78,0.44,0
2025-09-24,INV-83322,Rite Aid,National,SKU-1857,ProCare Home Goods 36-ct Collection,Home Goods,155,10.84,21.5,1.24,0
2025-11-03,INV-24510,Costco,Midwest,SKU-1428,FreshBright Medical Supplies 48-ct Case,Medical Supplies,444,8.44,15.47,0,0
2025-08-27,INV-59955,Amazon,Northeast,SKU-1163,EssentialSoft Food & Beverage 48-ct Bundle,Food & Beverage,297,7.5,11.6,0,0
2025-08-30,INV-54197,Costco,Northeast,SKU-1859,ProGuard Personal Care 24-ct Bundle,Personal Care,346,16.89,34.39,0,0
2025-08-08,INV-58316,Kroger,West,SKU-1466,UltraClean Personal Care 48-ct Set,Personal Care,175,8.47,23.46,0,0
2025-08-18,INV-48687,Walgreens,National,SKU-1813,SuperFresh Paper Goods 24-ct Case,Paper Goods,92,13.22,25.92,0,0
2025-09-22,INV-39742,Rite Aid,Southeast,SKU-1979,MegaGuard Cleaning 48-ct Collection,Cleaning,194,5.13,9.97,0,0
2025-09-18,INV-44412,BJ's Wholesale,West,SKU-1845,SuperGuard Medical Supplies Kit,Medical Supplies,223,8.22,10.52,0,12
2025-08-10,INV-34206,Dollar General,Midwest,SKU-1295,AdvancedSoft Personal Care 48-ct Case,Personal Care,68,13.1,26.93,0,0
2025-08-31,INV-34996,Target,Southwest,SKU-1500,EliteCare Health & Wellness 12-ct Collection,Health & Wellness,266,15.67,35.95,0.77,0
2025-10-07,INV-22201,Rite Aid,West,SKU-1467,ProCare Food & Beverage 6-ct Pack,Food & Beverage,256,1.82,3.02,0,0
2025-10-05,INV-16355,H-E-B,National,SKU-1586,PureBright Health & Wellness 6-ct Bundle,Health & Wellness,55,11.74,29.05,0,0
2025-10-23,INV-63755,Walmart,Midwest,SKU-1588,FreshGuard Food & Beverage 48-ct Bundle,Food & Beverage,220,5.84,9.45,0.8,0
2025-10-24,INV-99328,Meijer,Midwest,SKU-1761,PureGuard Home Goods 36-ct Kit,Home Goods,453,18.01,32.03,0,20
2025-09-29,INV-94428,Costco,Southeast,SKU-1387,FreshComfort Cleaning 24-ct Kit,Cleaning,498,4.73,9.4,0,0
2025-10-17,INV-78639,Sam's Club,Southwest,SKU-1551,EliteSoft Beauty 6-ct Pack,Beauty,367,17.96,55.85,1.46,0
2025-10-30,INV-15099,Walmart,West,SKU-1773,PurePlus Food & Beverage 12-ct Case,Food & Beverage,376,7.45,12.56,0,42
2025-10-08,INV-47133,H-E-B,Northeast,SKU-1347,PremiumClean Home Goods 12-ct Set,Home Goods,391,13.75,22.18,0,0
2025-10-02,INV-34650,Whole Foods,Midwest,SKU-1824,EliteSoft Health & Wellness 24-ct Pack,Health & Wellness,360,15.0,30.96,1.49,0
2025-09-15,INV-17116,BJ's Wholesale,Midwest,SKU-1075,EliteShield Beauty 24-ct Box,Beauty,181,11.13,36.71,0,0
2025-09-07,INV-43868,Sam's Club,Midwest,SKU-1713,PremiumCare Paper Goods 36-ct Set,Paper Goods,389,14.14,22.98,0,0
2025-10-07,INV-45604,Kroger,National,SKU-1645,EliteGuard Personal Care 6-ct Pack,Personal Care,235,13.93,33.93,0,28
2025-09-06,INV-89183,Walmart,Southeast,SKU-1014,SuperCare Beauty 24-ct Collection,Beauty,489,5.49,20.01,0,0
2025-09-05,INV-66065,CVS,Southeast,SKU-1532,PureCare Health & Wellness 24-ct Case,Health & Wellness,311,8.59,23.69,0.33,0
2025-09-15,INV-10356,Walmart,West,SKU-1975,FreshClean Beauty Kit,Beauty,26,3.06,11.92,0,0
2025-08-10,INV-96298,Wegmans,Southeast,SKU-1056,PremiumGuard Cleaning 24-ct Box,Cleaning,265,9.97,20.61,0,0
2025-08-17,INV-96412,Walgreens,West,SKU-1790,PureFresh Food & Beverage 36-ct Box,Food & Beverage,48,8.13,10.67,0,0
2025-09-09,INV-97707,BJ's Wholesale,Southwest,SKU-1988,ProPlus Personal Care 6-ct Case,Personal Care,210,3.58,7.97,0,0
2025-08-13,INV-95611,Walmart,West,SKU-1385,FreshGuard Beauty 12-ct Pack,Beauty,304,20.33,55.2,0.24,0
2025-10-04,INV-50422,Sam's Club,Southwest,SKU-1033,PremiumSoft Health & Wellness 6-ct Bundle,Health & Wellness,487,18.89,40.28,0,0
2025-08-25,INV-41863,Publix,Southwest,SKU-1491,PremiumPlus Paper Goods 12-ct Case,Paper Goods,378,4.76,7.27,1.72,0
2025-09-30,INV-43150,Kroger,Midwest,SKU-1023,PremiumGuard Health & Wellness 48-ct Case,Health & Wellness,485,8.01,17.51,0,0
2025-08-15,INV-87707,Dollar General,Southwest,SKU-1613,SuperCare Health & Wellness 12-ct Bundle,Health & Wellness,83,20.44,40.15,0,0
2025-08-23,INV-48863,Family Dollar,West,SKU-1090,MegaComfort Personal Care 6-ct Collection,Personal Care,46,8.79,26.47,0,0
2025-09-28,INV-77893,Wegmans,National,SKU-1628,PureFresh Medical Supplies 48-ct Pack,Medical Supplies,20,26.03,42.58,0,0
2025-10-24,INV-22023,Target,Southeast,SKU-1954,FreshClean Home Goods 36-ct Collection,Home Goods,380,31.54,64.29,0,0
2025-09-11,INV-88631,Amazon,Midwest,SKU-1381,FreshCare Health & Wellness 36-ct Box,Health & Wellness,291,19.23,43.52,0,0
2025-09-09,INV-44580,Publix,Northeast,SKU-1575,AdvancedBright Beauty 6-ct Collection,Beauty,389,20.86,52.65,0,0
2025-10-24,INV-14665,Amazon,National,SKU-1480,AdvancedMax Personal Care 24-ct Collection,Personal Care,497,2.92,8.43,0,0
2025-08-07,INV-64396,Kroger,National,SKU-1279,ProComfort Paper Goods 36-ct Set,Paper Goods,234,15.79,24.48,0,0
2025-08-06,INV-92558,Sam's Club,National,SKU-1799,SuperCare Home Goods 6-ct Box,Home Goods,365,24.35,53.64,0,0
2025-08-06,INV-20358,BJ's Wholesale,Southeast,SKU-1264,PremiumShield Paper Goods 24-ct Collection,Paper Goods,362,12.74,23.61,0.55,17
2025-08-19,INV-45271,Albertsons,West,SKU-1937,SuperComfort Personal Care Set,Personal Care,321,2.78,5.85,0,0
2025-10-11,INV-57951,Whole Foods,Northeast,SKU-1925,EssentialShield Cleaning 6-ct Collection,Cleaning,235,4.55,10.24,0.62,0
2025-09-26,INV-15224,Walgreens,West,SKU-1589,FreshPlus Cleaning 48-ct Case,Cleaning,222,4.05,8.38,0.47,0
2025-08-08,INV-45047,BJ's Wholesale,Northeast,SKU-1648,FreshClean Cleaning 36-ct Kit,Cleaning,67,5.36,9.59,0,0
2025-09-15,INV-85056,Family Dollar,West,SKU-1197,PremiumGuard Paper Goods 6-ct Pack,Paper Goods,28,14.54,19.68,0,0
2025-09-28,INV-56625,BJ's Wholesale,National,SKU-1460,SuperGuard Personal Care Set,Personal Care,148,7.51,22.06,0.44,0
2025-10-19,INV-27730,Amazon,Southeast,SKU-1583,ProMax Health & Wellness 48-ct Case,Health & Wellness,33,17.5,32.22,0,0
2025-10-05,INV-99213,Whole Foods,Southeast,SKU-1645,EliteGuard Personal Care 6-ct Pack,Personal Care,265,13.93,40.3,0,0
2025-09-27,INV-77616,Walmart,Southwest,SKU-1496,EssentialComfort Medical Supplies 48-ct Kit,Medical Supplies,475,30.14,48.33,0.29,29
2025-10-04,INV-38268,Whole Foods,West,SKU-1616,PureFresh Beauty 12-ct Case,Beauty,193,22.09,46.02,0,0
2025-09-29,INV-98919,Walmart,Northeast,SKU-1169,FreshCare Personal Care Pack,Personal Care,442,14.85,33.42,0,0
2025-08-14,INV-44022,Sam's Club,Northeast,SKU-1996,PremiumBright Personal Care 12-ct Collection,Personal Care,115,11.06,25.4,0,0
2025-08-10,INV-15563,Amazon,Midwest,SKU-1080,PremiumSoft Medical Supplies 6-ct Pack,Medical Supplies,114,33.85,44.19,1.41,0
2025-10-18,INV-61482,CVS,West,SKU-1262,AdvancedFresh Personal Care Bundle,Personal Care,421,4.57,11.55,0,0
2025-10-12,INV-77035,Sam's Club,Southwest,SKU-1085,EliteShield Personal Care 36-ct Box,Personal Care,379,7.71,22.68,0,0
2025-10-26,INV-24992,CVS,West,SKU-1727,UltraCare Beauty 6-ct Pack,Beauty,35,13.08,45.37,0,0
2025-10-15,INV-33279,Sam's Club,Midwest,SKU-1310,SuperMax Cleaning 6-ct Case,Cleaning,403,3.88,10.08,0,0
2025-10-15,INV-16244,Amazon,National,SKU-1502,MegaFresh Food & Beverage 48-ct Set,Food & Beverage,309,4.8,7.14,1.96,5
2025-10-16,INV-49616,Albertsons,Midwest,SKU-1780,ProShield Paper Goods 12-ct Box,Paper Goods,231,12.8,22.88,0,0
2025-11-04,INV-17582,Whole Foods,Midwest,SKU-1127,EliteClean Health & Wellness 6-ct Set,Health & Wellness,233,7.7,17.75,1.78,0
2025-10-05,INV-28737,Amazon,Southwest,SKU-1602,FreshClean Paper Goods 12-ct Set,Paper Goods,387,13.59,24.09,0,0
2025-10-30,INV-25619,Dollar General,West,SKU-1234,PureCare Cleaning 6-ct Case,Cleaning,418,2.35,5.18,1.6,0
2025-08-18,INV-82913,Costco,West,SKU-1946,UltraGuard Health & Wellness 6-ct Bundle,Health & Wellness,344,18.61,31.7,0,0
2025-09-21,INV-17405,Whole Foods,Southwest,SKU-1659,MegaPlus Health & Wellness 36-ct Bundle,Health & Wellness,466,23.69,38.62,0,0
2025-09-20,INV-39652,Dollar General,Southwest,SKU-1544,ElitePlus Medical Supplies 12-ct Bundle,Medical Supplies,68,26.8,45.82,0,0
2025-10-30,INV-34186,Amazon,West,SKU-1677,PremiumPlus Home Goods 36-ct Kit,Home Goods,380,29.69,70.19,0,0
2025-10-17,INV-42864,Rite Aid,Southeast,SKU-1889,ProComfort Food & Beverage 12-ct Bundle,Food & Beverage,377,7.27,11.63,0,0
2025-09-19,INV-61556,Walgreens,Southeast,SKU-1918,UltraGuard Food & Beverage 6-ct Set,Food & Beverage,165,1.95,2.97,0,0
2025-10-25,INV-44850,Walmart,Northeast,SKU-1572,FreshShield Medical Supplies 12-ct Case,Medical Supplies,395,6.57,9.89,0,15
2025-10-19,INV-84607,Rite Aid,West,SKU-1657,AdvancedPlus Paper Goods 6-ct Set,Paper Goods,426,9.11,18.33,0,0
2025-10-24,INV-52755,Dollar General,National,SKU-1170,FreshClean Home Goods 12-ct Collection,Home Goods,455,14.66,31.22,1.36,0
2025-09-08,INV-36388,Whole Foods,Northeast,SKU-1071,UltraComfort Health & Wellness 36-ct Set,Health & Wellness,442,9.91,19.78,0,0
2025-10-25,INV-67546,Dollar General,Southeast,SKU-1147,PureSoft Cleaning 6-ct Pack,Cleaning,50,6.25,12.89,0,0
2025-11-04,INV-43533,Amazon,Northeast,SKU-1988,ProPlus Personal Care 6-ct Case,Personal Care,192,3.58,7.41,0,0
2025-10-23,INV-85612,Sam's Club,West,SKU-1513,MegaGuard Paper Goods 36-ct Case,Paper Goods,460,10.8,17.84,0,0
2025-10-02,INV-23030,Rite Aid,Southeast,SKU-1207,ProGuard Medical Supplies Case,Medical Supplies,482,21.34,37.36,0,0
2025-11-04,INV-82015,Dollar General,National,SKU-1765,PremiumBright Personal Care 24-ct Bundle,Personal Care,308,8.01,17.77,0,0
2025-08-28,INV-89510,Kroger,Southeast,SKU-1308,SuperFresh Medical Supplies 36-ct Pack,Medical Supplies,414,21.97,36.16,0,0
2025-09-02,INV-24418,Amazon,National,SKU-1897,MegaComfort Cleaning 6-ct Case,Cleaning,362,10.88,21.14,0,0
2025-09-30,INV-61607,Target,Midwest,SKU-1260,ProCare Beauty 6-ct Pack,Beauty,404,23.39,50.59,0,0
2025-08-31,INV-26169,Family Dollar,National,SKU-1943,AdvancedGuard Personal Care 48-ct Kit,Personal Care,293,4.49,11.4,0,0
2025-09-19,INV-78718,Walmart,National,SKU-1349,PremiumComfort Personal Care 24-ct Collection,Personal Care,170,9.47,27.3,0,0
2025-09-01,INV-75429,Wegmans,Southeast,SKU-1766,PureShield Personal Care 12-ct Collection,Personal Care,414,1.6,4.71,0,0
2025-09-18,INV-60623,Family Dollar,West,SKU-1342,ProFresh Home Goods 24-ct Set,Home Goods,182,38.76,75.67,1.63,0
2025-10-13,INV-77537,Costco,Northeast,SKU-1092,UltraGuard Personal Care 36-ct Case,Personal Care,57,13.93,27.48,1.71,0
2025-10-09,INV-19132,Target,Northeast,SKU-1736,UltraMax Home Goods 12-ct Collection,Home Goods,460,12.54,24.29,0,0
2025-10-03,INV-61708,Costco,West,SKU-1389,PureFresh Health & Wellness 48-ct Case,Health & Wellness,257,15.1,30.63,0,0
2025-09-02,INV-60697,Family Dollar,Southwest,SKU-1950,ProClean Paper Goods 6-ct Set,Paper Goods,309,12.66,21.6,0,0
2025-10-23,INV-38832,Target,Midwest,SKU-1460,SuperGuard Personal Care Set,Personal Care,101,7.51,23.09,0,0
2025-09-27,INV-50207,Sam's Club,National,SKU-1461,ProMax Cleaning Case,Cleaning,260,3.74,8.07,1.59,0
2025-09-25,INV-21920,Meijer,National,SKU-1418,MegaFresh Personal Care 12-ct Box,Personal Care,69,16.52,38.76,0,0
2025-10-30,INV-35381,H-E-B,West,SKU-1892,AdvancedPlus Beauty 48-ct Pack,Beauty,482,8.66,23.19,0.91,0
2025-09-14,INV-33062,Target,Northeast,SKU-1801,PremiumMax Paper Goods Collection,Paper Goods,345,7.92,13.94,0,0
2025-08-08,INV-86683,Whole Foods,Southwest,SKU-1253,EliteShield Home Goods 24-ct Box,Home Goods,140,10.71,20.14,0,0
2025-09-20,INV-77875,CVS,Northeast,SKU-1155,FreshPlus Personal Care Case,Personal Care,345,4.31,14.64,0,0
2025-08-06,INV-37001,Albertsons,Northeast,SKU-1801,PremiumMax Paper Goods Collection,Paper Goods,186,7.92,12.88,0,0
2025-10-14,INV-62907,Walgreens,National,SKU-1323,EssentialBright Medical Supplies Kit,Medical Supplies,484,13.46,21.59,0,0
2025-09-25,INV-58289,BJ's Wholesale,West,SKU-1783,PremiumMax Paper Goods 6-ct Pack,Paper Goods,159,9.58,15.52,0,0
2025-08-07,INV-81363,Amazon,Midwest,SKU-1480,AdvancedMax Personal Care 24-ct Collection,Personal Care,378,2.92,8.8,0,0
2025-09-29,INV-82913,Whole Foods,Southwest,SKU-1490,SuperShield Medical Supplies 24-ct Kit,Medical Supplies,463,19.9,33.85,0,0
2025-10-01,INV-45946,Walmart,National,SKU-1599,SuperClean Personal Care 48-ct Pack,Personal Care,37,10.34,22.5,0,0
2025-10-23,INV-71600,Walgreens,Midwest,SKU-1172,SuperClean Home Goods 12-ct Kit,Home Goods,53,32.4,76.24,0,0
2025-10-16,INV-24118,Wegmans,Midwest,SKU-1299,UltraClean Paper Goods 24-ct Box,Paper Goods,58,10.13,17.26,0,7
2025-08-17,INV-86113,Rite Aid,Midwest,SKU-1746,EssentialSoft Beauty 48-ct Case,Beauty,149,4.54,15.61,1.36,0
2025-10-03,INV-44076,Amazon,National,SKU-1012,AdvancedClean Personal Care 48-ct Box,Personal Care,349,4.22,8.72,0,0
2025-10-18,INV-34018,Albertsons,West,SKU-1231,UltraBright Cleaning 48-ct Bundle,Cleaning,390,8.4,21.92,0,0
2025-10-24,INV-11533,Albertsons,Southeast,SKU-1942,EssentialCare Food & Beverage 12-ct Kit,Food & Beverage,448,2.91,4.08,0,62
2025-09-13,INV-48652,Rite Aid,West,SKU-1071,UltraComfort Health & Wellness 36-ct Set,Health & Wellness,146,9.91,17.55,0,0
2025-09-04,INV-45317,Costco,West,SKU-1469,UltraSoft Medical Supplies 12-ct Bundle,Medical Supplies,396,15.74,26.86,0,0
2025-09-23,INV-26307,Amazon,Southeast,SKU-1615,PureFresh Home Goods 12-ct Bundle,Home Goods,400,17.11,39.3,0,0
2025-08-26,INV-95617,Meijer,Midwest,SKU-1825,ProMax Food & Beverage 12-ct Kit,Food & Beverage,419,4.43,7.82,0,0
2025-08-17,INV-32431,Wegmans,Southeast,SKU-1362,AdvancedClean Medical Supplies 24-ct Collection,Medical Supplies,281,11.24,15.83,0,10
2025-10-25,INV-25907,Albertsons,West,SKU-1729,MegaGuard Food & Beverage 12-ct Set,Food & Beverage,119,6.47,9.24,0,0
2025-09-19,INV-14985,Costco,Northeast,SKU-1126,FreshGuard Food & Beverage Set,Food & Beverage,76,6.33,9.92,0,10
2025-10-21,INV-24829,Rite Aid,Midwest,SKU-1745,PremiumFresh Health & Wellness 6-ct Bundle,Health & Wellness,116,9.24,18.09,1.09,0
